mRNA,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Comparison
evm.TU.chromosome_12.3521,377.1293671,-1.086155415,0.3342070122,-3.249948011,0.001154261078,0.0456152295,TP0_v_TP5_heat
evm.TU.chromosome_4.158,418.0007807,3.608394955,0.7344302211,4.913189642,8.96E-07,0.0002336750693,TP0_v_TP5_heat
evm.TU.chromosome_5.472,8818.348238,-1.053072486,0.26989592,-3.901772527,9.55E-05,0.00728426464,TP0_v_TP5_heat
evm.TU.chromosome_8.852,218.6180868,-2.606398996,0.7556720789,-3.4491138,0.0005624296193,0.02736140796,TP0_v_TP5_heat
evm.TU.chromosome_14.4132,147.0263032,7.631724495,2.345002684,3.25446301,0.001136069537,0.04525511813,TP0_v_TP5_heat
evm.TU.chromosome_14.4131,22.77797521,21.87855399,2.623950716,8.338020168,7.55E-17,2.42E-13,TP0_v_TP5_heat
evm.TU.chromosome_5.2022,568.6698628,2.998282477,0.8958373378,3.346905014,0.0008171920654,0.03572547066,TP0_v_TP5_heat
evm.TU.chromosome_6.203,3548.188536,1.703379651,0.3658869766,4.655480407,3.23E-06,0.0005893490041,TP0_v_TP5_heat
evm.TU.chromosome_13.2160,34989.37674,-2.354594018,0.48249226,-4.880065886,1.06E-06,0.0002613618076,TP0_v_TP5_heat
evm.TU.chromosome_11.2325,36.71182948,3.670494214,1.097235317,3.345220625,0.0008221714154,0.03587322633,TP0_v_TP5_heat
evm.TU.chromosome_8.2672,116.1954314,-1.936509878,0.6017857317,-3.21793917,0.001291151974,0.04883080155,TP0_v_TP5_heat
evm.TU.chromosome_8.956,30.49442716,-5.419836343,1.225851399,-4.421283319,9.81E-06,0.001349973637,TP0_v_TP5_heat
evm.TU.chromosome_14.6035,50.66264426,-1.858500297,0.5583407258,-3.328613176,0.0008727953538,0.03735530802,TP0_v_TP5_heat
evm.TU.chromosome_8.565,12.89180037,-8.167431016,2.286321066,-3.572302743,0.0003538560024,0.01954662208,TP0_v_TP5_heat
evm.TU.chromosome_10.1241,131.960148,-4.866964131,1.245930495,-3.906288634,9.37E-05,0.007173926656,TP0_v_TP5_heat
evm.TU.chromosome_10.1240,24.05034465,-3.115535587,0.888984013,-3.504602491,0.0004572895125,0.02352209151,TP0_v_TP5_heat
evm.TU.chromosome_1.1046,634.1936375,0.9414009922,0.1978641584,4.757814652,1.96E-06,0.0004107187522,TP0_v_TP5_heat
evm.TU.chromosome_14.7134,816.8388007,2.105569002,0.599026079,3.514987204,0.0004397751784,0.02288361468,TP0_v_TP5_heat
evm.TU.chromosome_9.2293,1168.66413,1.346750499,0.2825169845,4.766971802,1.87E-06,0.0004032880753,TP0_v_TP5_heat
evm.TU.chromosome_13.4146,6094.159424,-1.449856097,0.3374020601,-4.297116908,1.73E-05,0.002122547481,TP0_v_TP5_heat
evm.TU.chromosome_12.129,18.43350689,-4.631462388,1.291019447,-3.587445875,0.0003339330219,0.0187227897,TP0_v_TP5_heat
evm.TU.chromosome_14.430,366.0892278,-2.542772656,0.5722562625,-4.44341604,8.85E-06,0.00125401366,TP0_v_TP5_heat
evm.TU.chromosome_5.1198,13289.90531,-2.084159223,0.4613143689,-4.517871898,6.25E-06,0.0009401918276,TP0_v_TP5_heat
evm.TU.chromosome_5.1199,359.8837683,0.7325534474,0.2244115252,3.264330773,0.001097229872,0.044178769,TP0_v_TP5_heat
evm.TU.chromosome_11.904,14.35694365,-5.605933902,1.621998568,-3.45618918,0.0005478706578,0.02682771887,TP0_v_TP5_heat
evm.TU.chromosome_11.903,84.44529657,-11.2125189,1.916914719,-5.849252858,4.94E-09,3.26E-06,TP0_v_TP5_heat
evm.TU.chromosome_10.2078,21.94744679,-20.830878,4.564056962,-4.564114378,5.02E-06,0.0008151845213,TP0_v_TP5_heat
evm.TU.chromosome_9.700,30.02018429,-5.182806644,1.460983262,-3.547478455,0.0003889375612,0.02101856069,TP0_v_TP5_heat
evm.TU.chromosome_7.1956,583.8743261,0.9698501327,0.3015375628,3.216349312,0.001298326963,0.04893710722,TP0_v_TP5_heat
evm.TU.chromosome_9.1392,256.6190784,-2.943227394,0.4582454785,-6.422818188,1.34E-10,1.76E-07,TP0_v_TP5_heat
evm.TU.chromosome_11.1491,584.0282036,1.802831613,0.5422551724,3.32469233,0.0008851615725,0.03766891572,TP0_v_TP5_heat
evm.TU.chromosome_12.690,62.32192434,-5.936329319,1.451279036,-4.090412091,4.31E-05,0.004092047565,TP0_v_TP5_heat
evm.TU.chromosome_6.1512,135.4794831,-7.285625392,0.9825015284,-7.415383265,1.21E-13,2.09E-10,TP0_v_TP5_heat
evm.TU.chromosome_3.1209,19.16931856,-2.961125798,0.8994722821,-3.292070092,0.000994528217,0.04107603006,TP0_v_TP5_heat
evm.TU.chromosome_10.2910,4834.722176,-2.003169667,0.3860027932,-5.189521169,2.11E-07,7.34E-05,TP0_v_TP5_heat
evm.TU.chromosome_4.1540,824.7609232,-1.836008363,0.4511848458,-4.069304144,4.72E-05,0.004373639789,TP0_v_TP5_heat
evm.TU.chromosome_12.1140,246.0658336,1.387876179,0.3580915276,3.875758213,0.0001062931932,0.007972700481,TP0_v_TP5_heat
evm.TU.chromosome_6.681,670.3038435,-1.361212678,0.3440138131,-3.956854714,7.59E-05,0.006126530972,TP0_v_TP5_heat
evm.TU.chromosome_10.1999,101.8205251,-3.346481547,1.03885736,-3.221309948,0.00127606064,0.04843883815,TP0_v_TP5_heat
evm.TU.chromosome_5.1092,364.9457225,-24.48223266,4.562138003,-5.366394582,8.03E-08,3.28E-05,TP0_v_TP5_heat
evm.TU.chromosome_14.1192,82.88792458,2.329565696,0.710835426,3.27722228,0.001048338041,0.04251551038,TP0_v_TP5_heat
evm.TU.chromosome_9.1589,70.54630575,-3.996685589,0.7559360953,-5.287068065,1.24E-07,4.81E-05,TP0_v_TP5_heat
evm.TU.chromosome_9.2583,427.0929989,1.61197829,0.3040711301,5.301319757,1.15E-07,4.52E-05,TP0_v_TP5_heat
evm.TU.chromosome_8.57,419.2798954,-2.231232849,0.6232351654,-3.580081762,0.0003434867142,0.01921041531,TP0_v_TP5_heat
evm.TU.chromosome_12.3294,44.61005949,-4.651736363,1.281801607,-3.62906111,0.0002844539042,0.01661314508,TP0_v_TP5_heat
evm.TU.chromosome_11.615,24.94185717,-21.71641361,4.56304146,-4.759197084,1.94E-06,0.0004107187522,TP0_v_TP5_heat
evm.TU.chromosome_4.1978,378.7057792,-1.370558707,0.3318860342,-4.12960645,3.63E-05,0.003671004158,TP0_v_TP5_heat
evm.TU.chromosome_8.1966,1528.830079,-1.129072924,0.235134005,-4.801827467,1.57E-06,0.0003526065655,TP0_v_TP5_heat
evm.TU.chromosome_6.2332,148.6890707,-2.875217238,0.4606390847,-6.241800432,4.33E-10,3.73E-07,TP0_v_TP5_heat
evm.TU.chromosome_8.1106,444.8071115,0.9441451677,0.2689843638,3.510037365,0.0004480437285,0.02315271129,TP0_v_TP5_heat
evm.TU.chromosome_12.3640,34.16221383,-6.709280838,1.577797692,-4.252307423,2.12E-05,0.002435526074,TP0_v_TP5_heat
evm.TU.chromosome_7.2477,124.6106111,-3.882362122,1.002185062,-3.873897418,0.0001071085126,0.008002184964,TP0_v_TP5_heat
evm.TU.chromosome_10.1880,253.3282293,-2.880610506,0.8105848621,-3.553743279,0.0003797897498,0.02057377952,TP0_v_TP5_heat
evm.TU.chromosome_13.4162_evm.TU.chromosome_13.4163,88.55425689,-6.112002043,1.482636828,-4.122386499,3.75E-05,0.003690022815,TP0_v_TP5_heat
evm.TU.chromosome_11.1410,384.9360215,0.9701277347,0.3003990651,3.229463229,0.00124022829,0.04746518746,TP0_v_TP5_heat
evm.TU.chromosome_3.447,41.72712744,-5.533188393,1.409254535,-3.926322928,8.63E-05,0.00676372732,TP0_v_TP5_heat
evm.TU.chromosome_3.444,438.3511453,-2.408938156,0.6463431251,-3.727026811,0.0001937518553,0.01230955484,TP0_v_TP5_heat
evm.TU.chromosome_12.372,264.0451918,-2.462416077,0.7186664028,-3.426368711,0.0006117094002,0.02931146971,TP0_v_TP5_heat
evm.TU.chromosome_12.378,99.09642449,-2.395551289,0.4220963414,-5.675366153,1.38E-08,7.57E-06,TP0_v_TP5_heat
evm.TU.chromosome_5.1302,1355.718073,-1.594137657,0.4239392419,-3.760297466,0.0001697114302,0.01122748745,TP0_v_TP5_heat
evm.TU.chromosome_14.7048,280.7142935,-2.416544867,0.7150919879,-3.379348263,0.000726579033,0.03265528652,TP0_v_TP5_heat
evm.TU.chromosome_12.2419,515.0999653,-2.815788345,0.339827346,-8.285938076,1.17E-16,2.92E-13,TP0_v_TP5_heat
evm.TU.chromosome_12.1859,15.47687991,-7.88380226,1.736051316,-4.541226511,5.59E-06,0.0008771294267,TP0_v_TP5_heat
evm.TU.chromosome_12.1856,52.49786019,-4.174636386,1.108069923,-3.767484612,0.0001649007015,0.01104521459,TP0_v_TP5_heat
evm.TU.chromosome_12.1857,94.86783814,-5.677987529,1.090200556,-5.208204581,1.91E-07,6.79E-05,TP0_v_TP5_heat
evm.TU.chromosome_2.218,385.1386578,1.494860172,0.2377598818,6.28726832,3.23E-10,3.02E-07,TP0_v_TP5_heat
evm.TU.chromosome_7.2214,20.47630088,-3.928941291,1.120083016,-3.507723298,0.000451958874,0.02330133716,TP0_v_TP5_heat
evm.TU.chromosome_4.2109,1033.779422,-1.099924428,0.2707316671,-4.062784525,4.85E-05,0.004440113843,TP0_v_TP5_heat
evm.TU.chromosome_14.1119,454.9558202,-1.980117293,0.4791534417,-4.132532756,3.59E-05,0.003640963734,TP0_v_TP5_heat
evm.TU.chromosome_10.3273,101.7052961,-5.384326526,1.61332875,-3.337401956,0.0008456555159,0.03651541918,TP0_v_TP5_heat
evm.TU.chromosome_3.322,201.5972678,-2.375638762,0.6002857515,-3.957513162,7.57E-05,0.006126530972,TP0_v_TP5_heat
evm.TU.chromosome_6.2853,657.1363094,2.029538336,0.3982214428,5.096506913,3.46E-07,0.0001062910567,TP0_v_TP5_heat
evm.TU.chromosome_13.1134,71.83097015,-5.056902245,1.522437735,-3.321582307,0.0008950857836,0.0380191077,TP0_v_TP5_heat
evm.TU.chromosome_11.14,28.16443918,-18.06515395,4.575629174,-3.948124567,7.88E-05,0.006308860836,TP0_v_TP5_heat
evm.TU.chromosome_11.791,124.6031422,-2.151168791,0.590614668,-3.642254262,0.0002702609305,0.01612005822,TP0_v_TP5_heat
evm.TU.chromosome_1.1511,108.9029719,-2.246492305,0.551715768,-4.071829074,4.66E-05,0.004370521606,TP0_v_TP5_heat
evm.TU.chromosome_13.1739,49.60308326,-1.907527191,0.5845552144,-3.263211318,0.001101573481,0.04427417287,TP0_v_TP5_heat
evm.TU.chromosome_2.2078,67.67417754,-2.921912968,0.6744042689,-4.332583738,1.47E-05,0.001892512382,TP0_v_TP5_heat
evm.TU.chromosome_3.1831,18.46309078,-5.235321675,1.551078024,-3.375279383,0.0007374078914,0.03294391789,TP0_v_TP5_heat
evm.TU.chromosome_13.3009,159.5210585,0.9917893336,0.2617520039,3.789041989,0.0001512293535,0.01034030705,TP0_v_TP5_heat
evm.TU.chromosome_13.228,234.7245276,-2.127037942,0.3942443395,-5.395227601,6.84E-08,2.90E-05,TP0_v_TP5_heat
evm.TU.chromosome_8.1187,1392.047478,1.516687305,0.4242323079,3.575133898,0.0003500486986,0.01938405473,TP0_v_TP5_heat
evm.TU.chromosome_10.2607,764.9824636,-2.771338371,0.2901259981,-9.552189012,1.27E-21,7.12E-18,TP0_v_TP5_heat
evm.TU.chromosome_12.2038,27.087509,5.344427223,1.313415852,4.06910516,4.72E-05,0.004373639789,TP0_v_TP5_heat
evm.TU.chromosome_6.888,163.267535,1.665553319,0.4547625396,3.662468155,0.0002497968136,0.01518209523,TP0_v_TP5_heat
evm.TU.chromosome_9.871,155.036724,-2.715825659,0.7133405192,-3.80719388,0.0001405525549,0.009728926383,TP0_v_TP5_heat
evm.TU.chromosome_2.1927,180797.3901,-1.795597438,0.4141875928,-4.335227489,1.46E-05,0.001887620427,TP0_v_TP5_heat
evm.TU.chromosome_8.399,2625.168269,-1.434517679,0.380334978,-3.771721672,0.0001621250391,0.01098482855,TP0_v_TP5_heat
evm.TU.chromosome_14.5662,65.70793574,2.395922902,0.5439969487,4.404294744,1.06E-05,0.001433822552,TP0_v_TP5_heat
evm.TU.chromosome_3.867,130.4414381,1.245548943,0.3544458398,3.514074092,0.0004412897064,0.02290926909,TP0_v_TP5_heat
evm.TU.chromosome_3.137,156.8443453,1.524114746,0.3784558607,4.027192874,5.64E-05,0.004887763548,TP0_v_TP5_heat
evm.TU.chromosome_13.2784,175.3491456,1.882196424,0.5415897665,3.475317557,0.0005102489381,0.02554319852,TP0_v_TP5_heat
evm.TU.chromosome_9.133,508.0758044,-1.759584027,0.3499646704,-5.027890457,4.96E-07,0.0001407805274,TP0_v_TP5_heat
evm.TU.chromosome_13.4074,295.5416792,1.20930926,0.315628469,3.831432773,0.0001273991866,0.009041713788,TP0_v_TP5_heat
evm.TU.chromosome_13.4070,217.1859416,1.656805098,0.3692123657,4.48740414,7.21E-06,0.001063495491,TP0_v_TP5_heat
evm.TU.chromosome_10.561,15.39115949,7.288271463,1.606733012,4.536081233,5.73E-06,0.0008925496511,TP0_v_TP5_heat
evm.TU.chromosome_14.5786,18.27204789,5.763224088,1.73107122,3.329281904,0.0008707022648,0.03733697838,TP0_v_TP5_heat
evm.TU.chromosome_5.1925,138.0895043,-3.291162595,0.6674429681,-4.931001977,8.18E-07,0.000215850393,TP0_v_TP5_heat
evm.TU.chromosome_9.2467,1003.904226,-1.504416815,0.4461635554,-3.371895344,0.0007465281024,0.03318670587,TP0_v_TP5_heat
evm.TU.chromosome_9.254,22.10203134,-2.140618827,0.6261435671,-3.418734839,0.0006291300252,0.02970635102,TP0_v_TP5_heat
evm.TU.chromosome_13.226,569.5949593,-2.471571306,0.5112633221,-4.834243332,1.34E-06,0.0003058608515,TP0_v_TP5_heat
evm.TU.chromosome_3.267,35.44907252,-3.388654623,0.915992262,-3.699435862,0.0002160792369,0.01349863244,TP0_v_TP5_heat
evm.TU.chromosome_13.301,1109.038733,6.011193059,1.102253989,5.453546207,4.94E-08,2.26E-05,TP0_v_TP5_heat
evm.TU.chromosome_11.1192,381.6770049,1.121425776,0.3175686821,3.531285796,0.0004135446598,0.02187397662,TP0_v_TP5_heat
evm.TU.chromosome_14.1804,65.45701157,3.060444697,0.8687977068,3.522620597,0.0004273025859,0.02244038182,TP0_v_TP5_heat
evm.TU.chromosome_14.1807,1034.56038,1.675718781,0.5185979004,3.231248681,0.001232506573,0.04725029901,TP0_v_TP5_heat
evm.TU.chromosome_14.1808,22.20436965,-3.615090197,1.094352686,-3.303405058,0.0009551830761,0.03974376781,TP0_v_TP5_heat
evm.TU.chromosome_12.3811,33123.7065,-0.8674055156,0.2616942884,-3.314575648,0.0009178234153,0.03854686467,TP0_v_TP5_heat
evm.TU.chromosome_13.2700,169.8461157,-3.027694514,0.7766175224,-3.898565802,9.68E-05,0.007356368221,TP0_v_TP5_heat
evm.TU.chromosome_14.831,355.9260191,2.868060562,0.6058918708,4.733617828,2.21E-06,0.0004456160647,TP0_v_TP5_heat
evm.TU.chromosome_5.1754,193.5073484,1.732978566,0.5358675047,3.23396838,0.00122082971,0.04712486732,TP0_v_TP5_heat
evm.TU.chromosome_12.2175,1796.521637,-1.482975253,0.4520699837,-3.280410791,0.001036560398,0.0422671637,TP0_v_TP5_heat
evm.TU.chromosome_2.530,169.080457,-1.345172912,0.333965688,-4.027877595,5.63E-05,0.004887763548,TP0_v_TP5_heat
evm.TU.chromosome_4.452,523.0994163,1.920182093,0.4353798649,4.41036035,1.03E-05,0.001402689812,TP0_v_TP5_heat
evm.TU.chromosome_4.1944,227.0424487,-1.871159078,0.418490581,-4.471209539,7.78E-06,0.001125378819,TP0_v_TP5_heat
evm.TU.chromosome_4.1945,113.7052327,-4.11984384,0.9740513071,-4.229596337,2.34E-05,0.002625203799,TP0_v_TP5_heat
evm.TU.chromosome_4.1369,307.9915928,1.408193431,0.4246964549,3.315764506,0.0009139280722,0.03854686467,TP0_v_TP5_heat
evm.TU.chromosome_13.2570,184.6979435,1.232759649,0.3656876687,3.371072516,0.0007487614558,0.03318670587,TP0_v_TP5_heat
evm.TU.chromosome_4.2503,883.0002523,0.9837952642,0.268302046,3.666745293,0.0002456572674,0.01504625605,TP0_v_TP5_heat
evm.TU.chromosome_2.1261,77.40559109,-3.009088474,0.7310177481,-4.116300161,3.85E-05,0.003754112513,TP0_v_TP5_heat
evm.TU.chromosome_13.2965,798.2584376,2.926462042,0.3699768285,7.909852231,2.58E-15,5.25E-12,TP0_v_TP5_heat
evm.TU.chromosome_8.218,783.2159009,1.07598098,0.3185527016,3.377717328,0.0007309017161,0.03278386557,TP0_v_TP5_heat
evm.TU.chromosome_4.766,425.6976469,-3.011302489,0.5727923233,-5.257232625,1.46E-07,5.56E-05,TP0_v_TP5_heat
evm.TU.chromosome_3.1761,59.36650096,1.733782839,0.4794540122,3.616160873,0.000299004595,0.01723849885,TP0_v_TP5_heat
evm.TU.chromosome_6.598,255.1062926,0.9984780778,0.2195980055,4.546844929,5.45E-06,0.0008600610844,TP0_v_TP5_heat
evm.TU.chromosome_4.2070,1495.100563,-2.478457572,0.7125080564,-3.478497611,0.0005042329317,0.02535522861,TP0_v_TP5_heat
evm.TU.chromosome_4.2078,141.330868,-4.962179679,1.064763411,-4.660358936,3.16E-06,0.0005802681726,TP0_v_TP5_heat
evm.TU.chromosome_4.559,135.8782285,1.780111795,0.5246362623,3.393039947,0.000691215574,0.03150790992,TP0_v_TP5_heat
evm.TU.chromosome_4.554,59.75021221,-1.838879828,0.4279540414,-4.296909599,1.73E-05,0.002122547481,TP0_v_TP5_heat
evm.TU.chromosome_13.3544,100.1389591,-3.430324975,0.8914661524,-3.847958742,0.0001191061055,0.008644636337,TP0_v_TP5_heat
evm.TU.chromosome_8.2680,2722.403777,-1.998299639,0.4872982518,-4.100773257,4.12E-05,0.003929705514,TP0_v_TP5_heat
evm.TU.chromosome_8.2681,1866.410777,-2.130391047,0.4974174544,-4.282903683,1.84E-05,0.002224252443,TP0_v_TP5_heat
evm.TU.chromosome_6.2611,230.9608182,3.52197336,0.3541369965,9.945228527,2.65E-23,1.98E-19,TP0_v_TP5_heat
evm.TU.chromosome_8.1562,24.07938513,-3.880520567,1.194026937,-3.249943906,0.00115427774,0.0456152295,TP0_v_TP5_heat
evm.TU.chromosome_8.1567,269.6260771,-2.620902082,0.6454124691,-4.060817242,4.89E-05,0.004440113843,TP0_v_TP5_heat
evm.TU.chromosome_8.1565,59.02485099,-2.980315119,0.8189254851,-3.639299513,0.0002733806834,0.01617706751,TP0_v_TP5_heat
evm.TU.chromosome_9.113,7343.242699,-1.436128148,0.3559874981,-4.034209505,5.48E-05,0.004799590082,TP0_v_TP5_heat
evm.TU.chromosome_10.919,3428.528156,-1.258403219,0.2056219908,-6.119983638,9.36E-10,7.24E-07,TP0_v_TP5_heat
evm.TU.chromosome_12.2852,178.6636839,-9.122807459,1.284762469,-7.100773629,1.24E-12,1.99E-09,TP0_v_TP5_heat
evm.TU.chromosome_5.1335,4361.591104,-1.713171132,0.3375139798,-5.075852363,3.86E-07,0.0001153533478,TP0_v_TP5_heat
evm.TU.chromosome_1.1352,77.53432845,-2.383783596,0.6858961974,-3.475429089,0.0005100368161,0.02554319852,TP0_v_TP5_heat
evm.TU.chromosome_12.1869,93.26255747,-4.16437511,1.256250764,-3.314923446,0.0009166822516,0.03854686467,TP0_v_TP5_heat
evm.TU.chromosome_8.2476,53.45860372,-1.987042889,0.6043860588,-3.287704705,0.00101007726,0.04148901594,TP0_v_TP5_heat
evm.TU.chromosome_13.2268,22080.91416,-1.346228293,0.3599527771,-3.740013633,0.0001840102747,0.01182463734,TP0_v_TP5_heat
evm.TU.chromosome_13.4083,12.48482343,-20.76822823,4.564039229,-4.550405285,5.35E-06,0.0008535226842,TP0_v_TP5_heat
evm.TU.chromosome_9.324,46.09259998,3.390306424,1.016278466,3.336001436,0.0008499272469,0.03658602374,TP0_v_TP5_heat
evm.TU.chromosome_13.24,1625.893515,5.781954071,1.349895244,4.28326131,1.84E-05,0.002224252443,TP0_v_TP5_heat
evm.TU.chromosome_9.1182,179.6609499,-2.564284002,0.798430634,-3.211655331,0.001319726046,0.04941151259,TP0_v_TP5_heat
evm.TU.chromosome_11.783,256.869914,-2.045400609,0.544681535,-3.755222965,0.0001731872325,0.01132381943,TP0_v_TP5_heat
evm.TU.chromosome_12.4108,654.4364642,1.665687658,0.4812601207,3.461096372,0.0005379801859,0.02645895094,TP0_v_TP5_heat
evm.TU.chromosome_9.2169,208.2343618,-1.915443629,0.4900577556,-3.90860793,9.28E-05,0.007129748696,TP0_v_TP5_heat
evm.TU.chromosome_10.2472,191.8388612,1.143398235,0.2966433132,3.854454776,0.0001159878201,0.008473155836,TP0_v_TP5_heat
evm.TU.chromosome_9.23,279.7166414,-1.347258923,0.4100621305,-3.285499495,0.001018017249,0.04171182035,TP0_v_TP5_heat
evm.TU.chromosome_6.655,155.0040253,1.097105174,0.3207998312,3.419905709,0.0006264284472,0.02970635102,TP0_v_TP5_heat
evm.TU.chromosome_5.2479,207.859993,-2.586594085,0.5005381958,-5.167625782,2.37E-07,7.90E-05,TP0_v_TP5_heat
evm.TU.chromosome_8.2204,381.0506208,-1.579989376,0.3982501459,-3.967329059,7.27E-05,0.005999326466,TP0_v_TP5_heat
evm.TU.chromosome_8.2205,205.3165787,-2.166115189,0.5641497187,-3.839610509,0.0001232296523,0.008886403254,TP0_v_TP5_heat
evm.TU.chromosome_1.1548,107.3760859,-2.309563071,0.653273774,-3.535367809,0.0004072079282,0.02174393382,TP0_v_TP5_heat
evm.TU.chromosome_4.951,163.5021162,-1.877885189,0.5492050558,-3.419278773,0.0006278736471,0.02970635102,TP0_v_TP5_heat
evm.TU.chromosome_6.759,204.5506384,-3.001618825,0.6522306379,-4.602081918,4.18E-06,0.000722598398,TP0_v_TP5_heat
evm.TU.chromosome_11.183,274.4837035,1.087668318,0.3357785502,3.239242999,0.001198474194,0.04674348123,TP0_v_TP5_heat
evm.TU.chromosome_11.182,4304.442963,-2.038840319,0.4210406803,-4.842383206,1.28E-06,0.0002997065897,TP0_v_TP5_heat
evm.TU.chromosome_9.2452,23.58142122,-2.199753894,0.5287907534,-4.159970422,3.18E-05,0.003304751466,TP0_v_TP5_heat
evm.TU.chromosome_9.2453,642.912512,-2.086711537,0.3296907963,-6.329298725,2.46E-10,2.51E-07,TP0_v_TP5_heat
evm.TU.chromosome_14.6200,113.7746387,-1.45747909,0.4184102403,-3.483373373,0.0004951372903,0.02512223156,TP0_v_TP5_heat
evm.TU.chromosome_14.6207,125.2335206,-5.585150108,1.183973082,-4.717294838,2.39E-06,0.000470182473,TP0_v_TP5_heat
evm.TU.chromosome_6.2907,671.9331928,1.043606441,0.2409689925,4.330874401,1.49E-05,0.001892512382,TP0_v_TP5_heat
evm.TU.chromosome_12.185,625.382515,1.249609824,0.2800449518,4.46217586,8.11E-06,0.001166370737,TP0_v_TP5_heat
evm.TU.chromosome_3.1143,212.781953,-1.528449313,0.3478688259,-4.393751894,1.11E-05,0.001487270008,TP0_v_TP5_heat
evm.TU.chromosome_5.2823,69.09142093,-2.438391208,0.6882378315,-3.542948522,0.000395679932,0.02133152364,TP0_v_TP5_heat
evm.TU.chromosome_7.142,513.3025299,-3.605132749,0.7154396822,-5.039044995,4.68E-07,0.0001345218889,TP0_v_TP5_heat
evm.TU.chromosome_7.141,739.2568442,-2.886907823,0.7152754943,-4.036078191,5.44E-05,0.004780214659,TP0_v_TP5_heat
evm.TU.chromosome_6.1061,21.96134511,-4.554706165,1.272921665,-3.578151185,0.0003460332837,0.01927626832,TP0_v_TP5_heat
evm.TU.chromosome_5.2785,127.8146803,-1.599912838,0.4683497621,-3.416064162,0.000635332754,0.02980880266,TP0_v_TP5_heat
evm.TU.chromosome_14.5774,75.35746944,-3.764381831,0.887690696,-4.24064581,2.23E-05,0.002538920663,TP0_v_TP5_heat
evm.TU.chromosome_5.102,690.3905249,0.853570964,0.2515160908,3.393703206,0.0006895437925,0.03149572023,TP0_v_TP5_heat
evm.TU.chromosome_13.3658,436.9225186,-2.260871096,0.6070897506,-3.724113433,0.0001960027889,0.01237917554,TP0_v_TP5_heat
evm.TU.chromosome_9.1049,956.4960614,2.188849261,0.6472922607,3.381547091,0.0007207887729,0.03259098752,TP0_v_TP5_heat
evm.TU.chromosome_10.334,275.9726329,1.865008542,0.4008955583,4.652105775,3.29E-06,0.0005942476032,TP0_v_TP5_heat
evm.TU.chromosome_13.4161,79.52617088,-3.33512395,0.8209306803,-4.06261336,4.85E-05,0.004440113843,TP0_v_TP5_heat
evm.TU.chromosome_10.802,22.90630352,-20.32362371,4.56460918,-4.452434571,8.49E-06,0.001212802384,TP0_v_TP5_heat
evm.TU.chromosome_2.109,163.5045887,-3.029631334,0.7497844084,-4.040669958,5.33E-05,0.004706025395,TP0_v_TP5_heat
evm.TU.chromosome_6.1234,102.2479674,-2.289592202,0.6775042126,-3.379450871,0.0007263078718,0.03265528652,TP0_v_TP5_heat
evm.TU.chromosome_4.2048,727.230695,2.797812718,0.7305070106,3.829960121,0.0001281640277,0.009067301735,TP0_v_TP5_heat
evm.TU.chromosome_10.3089,124.9237369,1.450027881,0.3763655639,3.852711354,0.0001168170684,0.008506027252,TP0_v_TP5_heat
evm.TU.chromosome_2.2064,857.1369014,3.493827926,0.8548058645,4.087276505,4.36E-05,0.004130228316,TP0_v_TP5_heat
evm.TU.chromosome_9.2874,8621.89171,-1.758277957,0.3830820316,-4.589821011,4.44E-06,0.0007537277309,TP0_v_TP5_heat
evm.TU.chromosome_9.124,3839.999608,-1.817783875,0.3118374413,-5.829267544,5.57E-09,3.57E-06,TP0_v_TP5_heat
evm.TU.chromosome_12.2808,2254.720902,-1.40474442,0.2959866069,-4.745972917,2.08E-06,0.0004309025727,TP0_v_TP5_heat
evm.TU.chromosome_1.1381,13.19859872,-7.062713171,2.123753286,-3.325580809,0.0008823451897,0.03762044785,TP0_v_TP5_heat
evm.TU.chromosome_12.532,23.7776979,-22.15809627,4.562821278,-4.856227085,1.20E-06,0.0002824467889,TP0_v_TP5_heat
evm.TU.chromosome_13.72,476.4999419,-1.639486288,0.4161531697,-3.939622252,8.16E-05,0.006490310739,TP0_v_TP5_heat
evm.TU.chromosome_11.890,24.61894856,-18.27952922,2.300110028,-7.94724122,1.91E-15,4.28E-12,TP0_v_TP5_heat
evm.TU.chromosome_4.360,114.2075334,-2.288375503,0.6854642246,-3.338431709,0.0008425273755,0.03647753176,TP0_v_TP5_heat
evm.TU.chromosome_10.1504,307.8875226,1.392378987,0.3826691662,3.638597278,0.0002741270817,0.01617854753,TP0_v_TP5_heat
evm.TU.chromosome_11.133,60.52197554,4.659334076,1.14118374,4.082895604,4.45E-05,0.004191211173,TP0_v_TP5_heat
evm.TU.chromosome_10.1327,2766.069287,-1.275528027,0.3737691596,-3.412609079,0.0006434417041,0.03006347312,TP0_v_TP5_heat
evm.TU.chromosome_13.2912,96.33027629,-2.177784163,0.5050001306,-4.312442772,1.61E-05,0.002022949005,TP0_v_TP5_heat
evm.TU.chromosome_13.2911,422.5730339,-2.15498266,0.4187528224,-5.146192562,2.66E-07,8.40E-05,TP0_v_TP5_heat
evm.TU.chromosome_6.2312,289.99339,-3.049037155,0.6630710506,-4.598356621,4.26E-06,0.0007290257964,TP0_v_TP5_heat
evm.TU.chromosome_4.507,14.49419848,6.811385881,1.595279678,4.269712687,1.96E-05,0.002347338515,TP0_v_TP5_heat
